komoditas,kualitas,tanggal,harga,tahun,bulan,minggu,hari_ke
Cabai Merah,Cabai Merah Keriting,2020-07-24,23.5,2020,7,30,204
Cabai Merah,Cabai Merah Keriting,2020-07-27,24.25,2020,7,31,207
Cabai Merah,Cabai Merah Keriting,2020-07-28,23.5,2020,7,31,208
Cabai Merah,Cabai Merah Keriting,2020-07-29,26.25,2020,7,31,209
Cabai Merah,Cabai Merah Keriting,2020-07-30,27.5,2020,7,31,210
Cabai Merah,Cabai Merah Keriting,2020-08-03,27.0,2020,8,32,214
Cabai Merah,Cabai Merah Keriting,2020-08-04,26.75,2020,8,32,215
Cabai Merah,Cabai Merah Keriting,2020-08-05,26.25,2020,8,32,216
Cabai Merah,Cabai Merah Keriting,2020-08-06,26.25,2020,8,32,217
Cabai Merah,Cabai Merah Keriting,2020-08-07,26.0,2020,8,32,218
Cabai Merah,Cabai Merah Keriting,2020-08-10,24.0,2020,8,33,221
Cabai Merah,Cabai Merah Keriting,2020-08-11,23.5,2020,8,33,222
Cabai Merah,Cabai Merah Keriting,2020-08-12,23.5,2020,8,33,223
Cabai Merah,Cabai Merah Keriting,2020-08-13,23.5,2020,8,33,224
Cabai Merah,Cabai Merah Keriting,2020-08-14,23.5,2020,8,33,225
Cabai Merah,Cabai Merah Keriting,2020-08-18,22.5,2020,8,34,229
Cabai Merah,Cabai Merah Keriting,2020-08-19,22.5,2020,8,34,230
Cabai Merah,Cabai Merah Keriting,2020-08-24,20.5,2020,8,35,235
Cabai Merah,Cabai Merah Keriting,2020-08-25,20.0,2020,8,35,236
Cabai Merah,Cabai Merah Keriting,2020-08-26,20.0,2020,8,35,237
Cabai Merah,Cabai Merah Keriting,2020-08-27,19.5,2020,8,35,238
Cabai Merah,Cabai Merah Keriting,2020-08-28,19.5,2020,8,35,239
Cabai Merah,Cabai Merah Keriting,2020-08-31,21.5,2020,8,36,242
Cabai Merah,Cabai Merah Keriting,2020-09-01,21.5,2020,9,36,243
Cabai Merah,Cabai Merah Keriting,2020-09-02,22.0,2020,9,36,244
Cabai Merah,Cabai Merah Keriting,2020-09-03,22.0,2020,9,36,245
Cabai Merah,Cabai Merah Keriting,2020-09-04,22.5,2020,9,36,246
Cabai Merah,Cabai Merah Keriting,2020-09-07,25.5,2020,9,37,249
Cabai Merah,Cabai Merah Keriting,2020-09-08,25.5,2020,9,37,250
Cabai Merah,Cabai Merah Keriting,2020-09-09,25.5,2020,9,37,251
Cabai Merah,Cabai Merah Keriting,2020-09-10,25.5,2020,9,37,252
Cabai Merah,Cabai Merah Keriting,2020-09-11,24.75,2020,9,37,253
Cabai Merah,Cabai Merah Keriting,2020-09-14,24.5,2020,9,38,256
Cabai Merah,Cabai Merah Keriting,2020-09-15,24.5,2020,9,38,257
Cabai Merah,Cabai Merah Keriting,2020-09-16,24.75,2020,9,38,258
Cabai Merah,Cabai Merah Keriting,2020-09-17,24.75,2020,9,38,259
Cabai Merah,Cabai Merah Keriting,2020-09-18,25.0,2020,9,38,260
Cabai Merah,Cabai Merah Keriting,2020-09-21,25.25,2020,9,39,263
Cabai Merah,Cabai Merah Keriting,2020-09-22,25.25,2020,9,39,264
Cabai Merah,Cabai Merah Keriting,2020-09-23,24.5,2020,9,39,265
Cabai Merah,Cabai Merah Keriting,2020-09-24,24.5,2020,9,39,266
Cabai Merah,Cabai Merah Keriting,2020-09-25,24.5,2020,9,39,267
Cabai Merah,Cabai Merah Keriting,2020-09-28,28.5,2020,9,40,270
Cabai Merah,Cabai Merah Keriting,2020-09-29,30.0,2020,9,40,271
Cabai Merah,Cabai Merah Keriting,2020-09-30,30.0,2020,9,40,272
Cabai Merah,Cabai Merah Keriting,2020-10-01,31.25,2020,10,40,273
Cabai Merah,Cabai Merah Keriting,2020-10-02,32.5,2020,10,40,274
Cabai Merah,Cabai Merah Keriting,2020-10-05,36.75,2020,10,41,277
Cabai Merah,Cabai Merah Keriting,2020-10-06,37.75,2020,10,41,278
Cabai Merah,Cabai Merah Keriting,2020-10-07,37.0,2020,10,41,279
Cabai Merah,Cabai Merah Keriting,2020-10-08,35.25,2020,10,41,280
Cabai Merah,Cabai Merah Keriting,2020-10-09,35.0,2020,10,41,281
Cabai Merah,Cabai Merah Keriting,2020-10-12,40.0,2020,10,42,284
Cabai Merah,Cabai Merah Keriting,2020-10-13,40.0,2020,10,42,285
Cabai Merah,Cabai Merah Keriting,2020-10-14,40.0,2020,10,42,286
Cabai Merah,Cabai Merah Keriting,2020-10-15,40.0,2020,10,42,287
Cabai Merah,Cabai Merah Keriting,2020-10-16,39.0,2020,10,42,288
Cabai Merah,Cabai Merah Keriting,2020-10-19,39.5,2020,10,43,291
Cabai Merah,Cabai Merah Keriting,2020-10-20,38.5,2020,10,43,292
Cabai Merah,Cabai Merah Keriting,2020-10-21,38.5,2020,10,43,293
Cabai Merah,Cabai Merah Keriting,2020-10-22,38.5,2020,10,43,294
Cabai Merah,Cabai Merah Keriting,2020-10-23,41.75,2020,10,43,295
Cabai Merah,Cabai Merah Keriting,2020-10-26,41.25,2020,10,44,298
Cabai Merah,Cabai Merah Keriting,2020-10-27,40.75,2020,10,44,299
Cabai Merah,Cabai Merah Keriting,2020-11-02,43.5,2020,11,45,305
Cabai Merah,Cabai Merah Keriting,2020-11-03,41.25,2020,11,45,306
Cabai Merah,Cabai Merah Keriting,2020-11-04,39.0,2020,11,45,307
Cabai Merah,Cabai Merah Keriting,2020-11-05,37.25,2020,11,45,308
Cabai Merah,Cabai Merah Keriting,2020-11-06,36.5,2020,11,45,309
Cabai Merah,Cabai Merah Keriting,2020-11-09,37.0,2020,11,46,312
Cabai Merah,Cabai Merah Keriting,2020-11-10,36.25,2020,11,46,313
Cabai Merah,Cabai Merah Keriting,2020-11-11,36.25,2020,11,46,314
Cabai Merah,Cabai Merah Keriting,2020-11-12,34.75,2020,11,46,315
Cabai Merah,Cabai Merah Keriting,2020-11-13,33.5,2020,11,46,316
Cabai Merah,Cabai Merah Keriting,2020-11-16,38.0,2020,11,47,319
Cabai Merah,Cabai Merah Keriting,2020-11-17,38.75,2020,11,47,320
Cabai Merah,Cabai Merah Keriting,2020-11-18,38.75,2020,11,47,321
Cabai Merah,Cabai Merah Keriting,2020-11-19,36.5,2020,11,47,322
Cabai Merah,Cabai Merah Keriting,2020-11-20,37.75,2020,11,47,323
Cabai Merah,Cabai Merah Keriting,2020-11-23,38.75,2020,11,48,326
Cabai Merah,Cabai Merah Keriting,2020-11-24,38.75,2020,11,48,327
Cabai Merah,Cabai Merah Keriting,2020-11-25,37.75,2020,11,48,328
Cabai Merah,Cabai Merah Keriting,2020-11-26,36.5,2020,11,48,329
Cabai Merah,Cabai Merah Keriting,2020-11-27,37.75,2020,11,48,330
Cabai Merah,Cabai Merah Keriting,2020-11-30,44.0,2020,11,49,333
Cabai Merah,Cabai Merah Keriting,2020-12-01,44.0,2020,12,49,334
Cabai Merah,Cabai Merah Keriting,2020-12-02,44.0,2020,12,49,335
Cabai Merah,Cabai Merah Keriting,2020-12-03,44.5,2020,12,49,336
Cabai Merah,Cabai Merah Keriting,2020-12-04,49.5,2020,12,49,337
Cabai Merah,Cabai Merah Keriting,2020-12-07,54.75,2020,12,50,340
Cabai Merah,Cabai Merah Keriting,2020-12-08,55.25,2020,12,50,341
Cabai Merah,Cabai Merah Keriting,2020-12-10,54.25,2020,12,50,343
Cabai Merah,Cabai Merah Keriting,2020-12-11,56.5,2020,12,50,344
Cabai Merah,Cabai Merah Keriting,2020-12-14,53.75,2020,12,51,347
Cabai Merah,Cabai Merah Keriting,2020-12-15,52.0,2020,12,51,348
Cabai Merah,Cabai Merah Keriting,2020-12-16,50.25,2020,12,51,349
Cabai Merah,Cabai Merah Keriting,2020-12-17,55.0,2020,12,51,350
Cabai Merah,Cabai Merah Keriting,2020-12-18,63.0,2020,12,51,351
Cabai Merah,Cabai Merah Keriting,2020-12-21,67.0,2020,12,52,354
Cabai Merah,Cabai Merah Keriting,2020-12-22,68.75,2020,12,52,355
Cabai Merah,Cabai Merah Keriting,2020-12-23,66.5,2020,12,52,356
Cabai Merah,Cabai Merah Keriting,2020-12-28,58.75,2020,12,53,361
Cabai Merah,Cabai Merah Keriting,2020-12-29,55.25,2020,12,53,362
Cabai Merah,Cabai Merah Keriting,2020-12-30,55.25,2020,12,53,363
Cabai Merah,Cabai Merah Keriting,2021-01-04,58.75,2021,1,1,368
Cabai Merah,Cabai Merah Keriting,2021-01-05,58.75,2021,1,1,369
Cabai Merah,Cabai Merah Keriting,2021-01-06,55.75,2021,1,1,370
Cabai Merah,Cabai Merah Keriting,2021-01-07,55.0,2021,1,1,371
Cabai Merah,Cabai Merah Keriting,2021-01-08,54.5,2021,1,1,372
Cabai Merah,Cabai Merah Keriting,2021-01-11,52.75,2021,1,2,375
Cabai Merah,Cabai Merah Keriting,2021-01-12,52.0,2021,1,2,376
Cabai Merah,Cabai Merah Keriting,2021-01-13,53.75,2021,1,2,377
Cabai Merah,Cabai Merah Keriting,2021-01-14,53.75,2021,1,2,378
Cabai Merah,Cabai Merah Keriting,2021-01-15,53.75,2021,1,2,379
Cabai Merah,Cabai Merah Keriting,2021-01-18,51.75,2021,1,3,382
Cabai Merah,Cabai Merah Keriting,2021-01-19,50.25,2021,1,3,383
Cabai Merah,Cabai Merah Keriting,2021-01-20,47.75,2021,1,3,384
Cabai Merah,Cabai Merah Keriting,2021-01-21,47.75,2021,1,3,385
Cabai Merah,Cabai Merah Keriting,2021-01-22,46.5,2021,1,3,386
Cabai Merah,Cabai Merah Keriting,2021-01-25,41.5,2021,1,4,389
Cabai Merah,Cabai Merah Keriting,2021-01-26,39.75,2021,1,4,390
Cabai Merah,Cabai Merah Keriting,2021-01-27,38.5,2021,1,4,391
Cabai Merah,Cabai Merah Keriting,2021-01-28,36.75,2021,1,4,392
Cabai Merah,Cabai Merah Keriting,2021-01-29,45.75,2021,1,4,393
Cabai Merah,Cabai Merah Keriting,2021-02-01,55.75,2021,2,5,396
Cabai Merah,Cabai Merah Keriting,2021-02-02,57.75,2021,2,5,397
Cabai Merah,Cabai Merah Keriting,2021-02-03,59.5,2021,2,5,398
Cabai Merah,Cabai Merah Keriting,2021-02-04,60.5,2021,2,5,399
Cabai Merah,Cabai Merah Keriting,2021-02-05,59.5,2021,2,5,400
Cabai Merah,Cabai Merah Keriting,2021-02-08,65.0,2021,2,6,403
Cabai Merah,Cabai Merah Keriting,2021-02-09,67.5,2021,2,6,404
Cabai Merah,Cabai Merah Keriting,2021-02-10,61.25,2021,2,6,405
Cabai Merah,Cabai Merah Keriting,2021-02-11,59.0,2021,2,6,406
Cabai Merah,Cabai Merah Keriting,2021-02-15,57.25,2021,2,7,410
Cabai Merah,Cabai Merah Keriting,2021-02-16,57.25,2021,2,7,411
Cabai Merah,Cabai Merah Keriting,2021-02-17,52.5,2021,2,7,412
Cabai Merah,Cabai Merah Keriting,2021-02-18,51.0,2021,2,7,413
Cabai Merah,Cabai Merah Keriting,2021-02-19,51.0,2021,2,7,414
Cabai Merah,Cabai Merah Keriting,2021-02-22,57.5,2021,2,8,417
Cabai Merah,Cabai Merah Keriting,2021-02-23,57.5,2021,2,8,418
Cabai Merah,Cabai Merah Keriting,2021-02-24,58.75,2021,2,8,419
Cabai Merah,Cabai Merah Keriting,2021-02-25,60.0,2021,2,8,420
Cabai Merah,Cabai Merah Keriting,2021-02-26,60.0,2021,2,8,421
Cabai Merah,Cabai Merah Keriting,2021-03-01,58.0,2021,3,9,424
Cabai Merah,Cabai Merah Keriting,2021-03-02,55.75,2021,3,9,425
Cabai Merah,Cabai Merah Keriting,2021-03-03,55.75,2021,3,9,426
Cabai Merah,Cabai Merah Keriting,2021-03-04,53.75,2021,3,9,427
Cabai Merah,Cabai Merah Keriting,2021-03-05,53.25,2021,3,9,428
Cabai Merah,Cabai Merah Keriting,2021-03-08,50.75,2021,3,10,431
Cabai Merah,Cabai Merah Keriting,2021-03-09,48.25,2021,3,10,432
Cabai Merah,Cabai Merah Keriting,2021-03-10,48.25,2021,3,10,433
Cabai Merah,Cabai Merah Keriting,2021-03-12,50.75,2021,3,10,435
Cabai Merah,Cabai Merah Keriting,2021-03-15,55.25,2021,3,11,438
Cabai Merah,Cabai Merah Keriting,2021-03-16,55.75,2021,3,11,439
Cabai Merah,Cabai Merah Keriting,2021-03-17,54.5,2021,3,11,440
Cabai Merah,Cabai Merah Keriting,2021-03-18,53.25,2021,3,11,441
Cabai Merah,Cabai Merah Keriting,2021-03-19,53.25,2021,3,11,442
Cabai Merah,Cabai Merah Keriting,2021-03-22,55.5,2021,3,12,445
Cabai Merah,Cabai Merah Keriting,2021-03-23,55.5,2021,3,12,446
Cabai Merah,Cabai Merah Keriting,2021-03-24,55.0,2021,3,12,447
Cabai Merah,Cabai Merah Keriting,2021-03-25,53.75,2021,3,12,448
Cabai Merah,Cabai Merah Keriting,2021-03-26,53.5,2021,3,12,449
Cabai Merah,Cabai Merah Keriting,2021-03-29,55.5,2021,3,13,452
Cabai Merah,Cabai Merah Keriting,2021-03-30,53.75,2021,3,13,453
Cabai Merah,Cabai Merah Keriting,2021-03-31,53.75,2021,3,13,454
Cabai Merah,Cabai Merah Keriting,2021-04-01,53.75,2021,4,13,455
Cabai Merah,Cabai Merah Keriting,2021-04-05,55.0,2021,4,14,459
Cabai Merah,Cabai Merah Keriting,2021-04-06,55.0,2021,4,14,460
Cabai Merah,Cabai Merah Keriting,2021-04-07,55.0,2021,4,14,461
Cabai Merah,Cabai Merah Keriting,2021-04-08,52.5,2021,4,14,462
Cabai Merah,Cabai Merah Keriting,2021-04-09,52.5,2021,4,14,463
Cabai Merah,Cabai Merah Keriting,2021-04-12,51.25,2021,4,15,466
Cabai Merah,Cabai Merah Keriting,2021-04-13,47.5,2021,4,15,467
Cabai Merah,Cabai Merah Keriting,2021-04-14,47.5,2021,4,15,468
Cabai Merah,Cabai Merah Keriting,2021-04-15,55.0,2021,4,15,469
Cabai Merah,Cabai Merah Keriting,2021-04-16,57.5,2021,4,15,470
Cabai Merah,Cabai Merah Keriting,2021-04-19,52.5,2021,4,16,473
Cabai Merah,Cabai Merah Keriting,2021-04-20,50.0,2021,4,16,474
Cabai Merah,Cabai Merah Keriting,2021-04-21,48.75,2021,4,16,475
Cabai Merah,Cabai Merah Keriting,2021-04-22,46.25,2021,4,16,476
Cabai Merah,Cabai Merah Keriting,2021-04-23,42.5,2021,4,16,477
Cabai Merah,Cabai Merah Keriting,2021-04-26,41.0,2021,4,17,480
Cabai Merah,Cabai Merah Keriting,2021-04-27,41.25,2021,4,17,481
Cabai Merah,Cabai Merah Keriting,2021-04-28,41.25,2021,4,17,482
Cabai Merah,Cabai Merah Keriting,2021-04-29,37.75,2021,4,17,483
Cabai Merah,Cabai Merah Keriting,2021-04-30,33.75,2021,4,17,484
Cabai Merah,Cabai Merah Keriting,2021-05-03,35.0,2021,5,18,487
Cabai Merah,Cabai Merah Keriting,2021-05-04,37.0,2021,5,18,488
Cabai Merah,Cabai Merah Keriting,2021-05-05,40.0,2021,5,18,489
Cabai Merah,Cabai Merah Keriting,2021-05-06,40.0,2021,5,18,490
Cabai Merah,Cabai Merah Keriting,2021-05-07,40.0,2021,5,18,491
Cabai Merah,Cabai Merah Keriting,2021-05-10,50.0,2021,5,19,494
Cabai Merah,Cabai Merah Keriting,2021-05-11,56.25,2021,5,19,495
Cabai Merah,Cabai Merah Keriting,2021-05-17,37.75,2021,5,20,501
Cabai Merah,Cabai Merah Keriting,2021-05-18,33.75,2021,5,20,502
Cabai Merah,Cabai Merah Keriting,2021-05-19,31.25,2021,5,20,503
Cabai Merah,Cabai Merah Keriting,2021-05-20,29.0,2021,5,20,504
Cabai Merah,Cabai Merah Keriting,2021-05-21,28.75,2021,5,20,505
Cabai Merah,Cabai Merah Keriting,2021-05-24,28.0,2021,5,21,508
Cabai Merah,Cabai Merah Keriting,2021-05-25,27.0,2021,5,21,509
Cabai Merah,Cabai Merah Keriting,2021-05-27,27.0,2021,5,21,511
Cabai Merah,Cabai Merah Keriting,2021-05-28,28.5,2021,5,21,512
Cabai Merah,Cabai Merah Keriting,2021-05-31,27.75,2021,5,22,515
Cabai Merah,Cabai Merah Keriting,2021-06-02,27.75,2021,6,22,517
Cabai Merah,Cabai Merah Keriting,2021-06-03,27.25,2021,6,22,518
Cabai Merah,Cabai Merah Keriting,2021-06-04,26.5,2021,6,22,519
Cabai Merah,Cabai Merah Keriting,2021-06-07,27.0,2021,6,23,522
Cabai Merah,Cabai Merah Keriting,2021-06-08,27.75,2021,6,23,523
Cabai Merah,Cabai Merah Keriting,2021-06-09,26.25,2021,6,23,524
Cabai Merah,Cabai Merah Keriting,2021-06-10,26.25,2021,6,23,525
Cabai Merah,Cabai Merah Keriting,2021-06-11,25.5,2021,6,23,526
Cabai Merah,Cabai Merah Keriting,2021-06-14,25.0,2021,6,24,529
Cabai Merah,Cabai Merah Keriting,2021-06-15,24.25,2021,6,24,530
Cabai Merah,Cabai Merah Keriting,2021-06-16,24.25,2021,6,24,531
Cabai Merah,Cabai Merah Keriting,2021-06-17,23.75,2021,6,24,532
Cabai Merah,Cabai Merah Keriting,2021-06-18,23.75,2021,6,24,533
Cabai Merah,Cabai Merah Keriting,2021-06-21,24.25,2021,6,25,536
Cabai Merah,Cabai Merah Keriting,2021-06-22,23.75,2021,6,25,537
Cabai Merah,Cabai Merah Keriting,2021-06-23,23.75,2021,6,25,538
Cabai Merah,Cabai Merah Keriting,2021-06-24,25.5,2021,6,25,539
Cabai Merah,Cabai Merah Keriting,2021-06-25,27.5,2021,6,25,540
Cabai Merah,Cabai Merah Keriting,2021-06-28,27.5,2021,6,26,543
Cabai Merah,Cabai Merah Keriting,2021-06-29,26.0,2021,6,26,544
Cabai Merah,Cabai Merah Keriting,2021-06-30,27.5,2021,6,26,545
Cabai Merah,Cabai Merah Keriting,2021-07-01,27.5,2021,7,26,546
Cabai Merah,Cabai Merah Keriting,2021-07-02,25.75,2021,7,26,547
Cabai Merah,Cabai Merah Keriting,2021-07-05,25.5,2021,7,27,550
Cabai Merah,Cabai Merah Keriting,2021-07-06,25.5,2021,7,27,551
Cabai Merah,Cabai Merah Keriting,2021-07-07,25.5,2021,7,27,552
Cabai Merah,Cabai Merah Keriting,2021-07-08,25.5,2021,7,27,553
Cabai Merah,Cabai Merah Keriting,2021-07-09,25.5,2021,7,27,554
Cabai Merah,Cabai Merah Keriting,2021-07-12,25.25,2021,7,28,557
Cabai Merah,Cabai Merah Keriting,2021-07-13,24.25,2021,7,28,558
Cabai Merah,Cabai Merah Keriting,2021-07-14,24.75,2021,7,28,559
Cabai Merah,Cabai Merah Keriting,2021-07-15,24.75,2021,7,28,560
Cabai Merah,Cabai Merah Keriting,2021-07-16,24.75,2021,7,28,561
Cabai Merah,Cabai Merah Keriting,2021-07-19,32.0,2021,7,29,564
Cabai Merah,Cabai Merah Keriting,2021-07-21,30.75,2021,7,29,566
Cabai Merah,Cabai Merah Keriting,2021-07-22,34.0,2021,7,29,567
Cabai Merah,Cabai Merah Keriting,2021-07-23,31.75,2021,7,29,568
Cabai Merah,Cabai Merah Keriting,2021-07-26,29.25,2021,7,30,571
Cabai Merah,Cabai Merah Keriting,2021-07-27,28.25,2021,7,30,572
Cabai Merah,Cabai Merah Keriting,2021-07-28,27.75,2021,7,30,573
Cabai Merah,Cabai Merah Keriting,2021-07-29,27.75,2021,7,30,574
Cabai Merah,Cabai Merah Keriting,2021-07-30,27.75,2021,7,30,575
Cabai Merah,Cabai Merah Keriting,2021-08-02,26.5,2021,8,31,578
Cabai Merah,Cabai Merah Keriting,2021-08-03,26.25,2021,8,31,579
Cabai Merah,Cabai Merah Keriting,2021-08-04,26.25,2021,8,31,580
Cabai Merah,Cabai Merah Keriting,2021-08-05,26.25,2021,8,31,581
Cabai Merah,Cabai Merah Keriting,2021-08-06,25.75,2021,8,31,582
Cabai Merah,Cabai Merah Keriting,2021-08-09,25.75,2021,8,32,585
Cabai Merah,Cabai Merah Keriting,2021-08-10,25.75,2021,8,32,586
Cabai Merah,Cabai Merah Keriting,2021-08-12,25.0,2021,8,32,588
Cabai Merah,Cabai Merah Keriting,2021-08-13,24.75,2021,8,32,589
Cabai Merah,Cabai Merah Keriting,2021-08-16,23.0,2021,8,33,592
Cabai Merah,Cabai Merah Keriting,2021-08-18,21.25,2021,8,33,594
Cabai Merah,Cabai Merah Keriting,2021-08-19,22.5,2021,8,33,595
Cabai Merah,Cabai Merah Keriting,2021-08-20,22.5,2021,8,33,596
Cabai Merah,Cabai Merah Keriting,2021-08-23,22.0,2021,8,34,599
Cabai Merah,Cabai Merah Keriting,2021-08-24,21.5,2021,8,34,600
Cabai Merah,Cabai Merah Keriting,2021-08-25,21.0,2021,8,34,601
Cabai Merah,Cabai Merah Keriting,2021-08-26,21.0,2021,8,34,602
Cabai Merah,Cabai Merah Keriting,2021-08-27,20.5,2021,8,34,603
Cabai Merah,Cabai Merah Keriting,2021-08-30,20.5,2021,8,35,606
Cabai Merah,Cabai Merah Keriting,2021-08-31,20.5,2021,8,35,607
Cabai Merah,Cabai Merah Keriting,2021-09-01,20.75,2021,9,35,608
Cabai Merah,Cabai Merah Keriting,2021-09-02,20.75,2021,9,35,609
Cabai Merah,Cabai Merah Keriting,2021-09-03,21.5,2021,9,35,610
Cabai Merah,Cabai Merah Keriting,2021-09-06,22.0,2021,9,36,613
Cabai Merah,Cabai Merah Keriting,2021-09-07,21.25,2021,9,36,614
Cabai Merah,Cabai Merah Keriting,2021-09-08,21.25,2021,9,36,615
Cabai Merah,Cabai Merah Keriting,2021-09-09,21.25,2021,9,36,616
Cabai Merah,Cabai Merah Keriting,2021-09-10,21.25,2021,9,36,617
Cabai Merah,Cabai Merah Keriting,2021-09-13,22.75,2021,9,37,620
Cabai Merah,Cabai Merah Keriting,2021-09-14,22.75,2021,9,37,621
Cabai Merah,Cabai Merah Keriting,2021-09-15,22.75,2021,9,37,622
Cabai Merah,Cabai Merah Keriting,2021-09-16,22.25,2021,9,37,623
Cabai Merah,Cabai Merah Keriting,2021-09-17,22.25,2021,9,37,624
Cabai Merah,Cabai Merah Keriting,2021-09-20,24.0,2021,9,38,627
Cabai Merah,Cabai Merah Keriting,2021-09-21,24.0,2021,9,38,628
Cabai Merah,Cabai Merah Keriting,2021-09-22,24.5,2021,9,38,629
Cabai Merah,Cabai Merah Keriting,2021-09-23,24.5,2021,9,38,630
Cabai Merah,Cabai Merah Keriting,2021-09-24,24.5,2021,9,38,631
Cabai Merah,Cabai Merah Keriting,2021-09-27,26.5,2021,9,39,634
Cabai Merah,Cabai Merah Keriting,2021-09-28,28.25,2021,9,39,635
Cabai Merah,Cabai Merah Keriting,2021-09-29,28.25,2021,9,39,636
Cabai Merah,Cabai Merah Keriting,2021-09-30,28.75,2021,9,39,637
Cabai Merah,Cabai Merah Keriting,2021-10-01,28.75,2021,10,39,638
Cabai Merah,Cabai Merah Keriting,2021-10-04,33.0,2021,10,40,641
Cabai Merah,Cabai Merah Keriting,2021-10-05,33.0,2021,10,40,642
Cabai Merah,Cabai Merah Keriting,2021-10-06,34.25,2021,10,40,643
Cabai Merah,Cabai Merah Keriting,2021-10-07,34.75,2021,10,40,644
Cabai Merah,Cabai Merah Keriting,2021-10-08,34.75,2021,10,40,645
Cabai Merah,Cabai Merah Keriting,2021-10-11,36.5,2021,10,41,648
Cabai Merah,Cabai Merah Keriting,2021-10-12,36.5,2021,10,41,649
Cabai Merah,Cabai Merah Keriting,2021-10-13,36.0,2021,10,41,650
Cabai Merah,Cabai Merah Keriting,2021-10-14,36.0,2021,10,41,651
Cabai Merah,Cabai Merah Keriting,2021-10-15,36.0,2021,10,41,652
Cabai Merah,Cabai Merah Keriting,2021-10-18,34.5,2021,10,42,655
Cabai Merah,Cabai Merah Keriting,2021-10-19,34.5,2021,10,42,656
Cabai Merah,Cabai Merah Keriting,2021-10-21,34.25,2021,10,42,658
Cabai Merah,Cabai Merah Keriting,2021-10-22,34.25,2021,10,42,659
Cabai Merah,Cabai Merah Keriting,2021-10-25,33.5,2021,10,43,662
Cabai Merah,Cabai Merah Keriting,2021-10-26,33.5,2021,10,43,663
Cabai Merah,Cabai Merah Keriting,2021-10-27,33.5,2021,10,43,664
Cabai Merah,Cabai Merah Keriting,2021-10-28,33.5,2021,10,43,665
Cabai Merah,Cabai Merah Keriting,2021-10-29,33.25,2021,10,43,666
Cabai Merah,Cabai Merah Keriting,2021-11-01,39.5,2021,11,44,669
Cabai Merah,Cabai Merah Keriting,2021-11-02,41.25,2021,11,44,670
Cabai Merah,Cabai Merah Keriting,2021-11-03,42.5,2021,11,44,671
Cabai Merah,Cabai Merah Keriting,2021-11-04,43.5,2021,11,44,672
Cabai Merah,Cabai Merah Keriting,2021-11-05,49.25,2021,11,44,673
Cabai Merah,Cabai Merah Keriting,2021-11-08,50.0,2021,11,45,676
Cabai Merah,Cabai Merah Keriting,2021-11-09,50.0,2021,11,45,677
Cabai Merah,Cabai Merah Keriting,2021-11-10,47.5,2021,11,45,678
Cabai Merah,Cabai Merah Keriting,2021-11-11,48.75,2021,11,45,679
Cabai Merah,Cabai Merah Keriting,2021-11-12,47.0,2021,11,45,680
Cabai Merah,Cabai Merah Keriting,2021-11-15,45.75,2021,11,46,683
Cabai Merah,Cabai Merah Keriting,2021-11-16,45.75,2021,11,46,684
Cabai Merah,Cabai Merah Keriting,2021-11-17,45.0,2021,11,46,685
Cabai Merah,Cabai Merah Keriting,2021-11-18,46.25,2021,11,46,686
Cabai Merah,Cabai Merah Keriting,2021-11-19,45.5,2021,11,46,687
Cabai Merah,Cabai Merah Keriting,2021-11-22,48.5,2021,11,47,690
Cabai Merah,Cabai Merah Keriting,2021-11-23,48.5,2021,11,47,691
Cabai Merah,Cabai Merah Keriting,2021-11-24,50.0,2021,11,47,692
Cabai Merah,Cabai Merah Keriting,2021-11-25,50.0,2021,11,47,693
Cabai Merah,Cabai Merah Keriting,2021-11-26,47.75,2021,11,47,694
Cabai Merah,Cabai Merah Keriting,2021-11-29,47.5,2021,11,48,697
Cabai Merah,Cabai Merah Keriting,2021-11-30,46.75,2021,11,48,698
Cabai Merah,Cabai Merah Keriting,2021-12-01,45.25,2021,12,48,699
Cabai Merah,Cabai Merah Keriting,2021-12-02,42.5,2021,12,48,700
Cabai Merah,Cabai Merah Keriting,2021-12-03,43.75,2021,12,48,701
Cabai Merah,Cabai Merah Keriting,2021-12-06,49.0,2021,12,49,704
Cabai Merah,Cabai Merah Keriting,2021-12-07,49.0,2021,12,49,705
Cabai Merah,Cabai Merah Keriting,2021-12-08,48.5,2021,12,49,706
Cabai Merah,Cabai Merah Keriting,2021-12-09,49.75,2021,12,49,707
Cabai Merah,Cabai Merah Keriting,2021-12-10,49.75,2021,12,49,708
Cabai Merah,Cabai Merah Keriting,2021-12-13,48.5,2021,12,50,711
Cabai Merah,Cabai Merah Keriting,2021-12-14,48.5,2021,12,50,712
Cabai Merah,Cabai Merah Keriting,2021-12-15,50.75,2021,12,50,713
Cabai Merah,Cabai Merah Keriting,2021-12-16,50.75,2021,12,50,714
Cabai Merah,Cabai Merah Keriting,2021-12-17,48.75,2021,12,50,715
Cabai Merah,Cabai Merah Keriting,2021-12-20,43.75,2021,12,51,718
Cabai Merah,Cabai Merah Keriting,2021-12-21,42.75,2021,12,51,719
Cabai Merah,Cabai Merah Keriting,2021-12-22,42.25,2021,12,51,720
Cabai Merah,Cabai Merah Keriting,2021-12-23,42.25,2021,12,51,721
Cabai Merah,Cabai Merah Keriting,2021-12-24,41.75,2021,12,51,722
Cabai Merah,Cabai Merah Keriting,2021-12-27,41.5,2021,12,52,725
Cabai Merah,Cabai Merah Keriting,2021-12-28,41.5,2021,12,52,726
