komoditas,kualitas,tanggal,harga,tahun,bulan,minggu,hari_ke,lag_1,lag_7,mean_7,mean_14,delta_7
Cabai Merah,Cabai Merah Besar,2022-10-12,47.5,2022,10,41,1014,50.0,40.0,41.785714285714285,41.07142857142857,10.0
Cabai Merah,Cabai Merah Besar,2022-10-13,43.5,2022,10,41,1015,47.5,38.75,42.857142857142854,41.42857142857143,8.75
Cabai Merah,Cabai Merah Besar,2022-10-14,39.5,2022,10,41,1016,43.5,38.75,43.535714285714285,41.67857142857143,4.75
Cabai Merah,Cabai Merah Besar,2022-10-17,36.25,2022,10,42,1019,39.5,38.75,43.642857142857146,41.642857142857146,0.75
Cabai Merah,Cabai Merah Besar,2022-10-18,33.5,2022,10,42,1020,36.25,38.75,43.285714285714285,41.375,-2.5
Cabai Merah,Cabai Merah Besar,2022-10-19,32.5,2022,10,42,1021,33.5,47.5,42.535714285714285,40.910714285714285,-14.0
Cabai Merah,Cabai Merah Besar,2022-10-20,32.25,2022,10,42,1022,32.5,50.0,40.392857142857146,40.375,-17.5
Cabai Merah,Cabai Merah Besar,2022-10-21,32.25,2022,10,42,1023,32.25,47.5,37.857142857142854,39.82142857142857,-15.25
Cabai Merah,Cabai Merah Besar,2022-10-24,32.25,2022,10,43,1026,32.25,43.5,35.67857142857143,39.267857142857146,-11.25
Cabai Merah,Cabai Merah Besar,2022-10-25,32.25,2022,10,43,1027,32.25,39.5,34.07142857142857,38.80357142857143,-7.25
Cabai Merah,Cabai Merah Besar,2022-10-26,32.25,2022,10,43,1028,32.25,36.25,33.035714285714285,38.339285714285715,-4.0
Cabai Merah,Cabai Merah Besar,2022-10-27,32.25,2022,10,43,1029,32.25,33.5,32.464285714285715,37.875,-1.25
Cabai Merah,Cabai Merah Besar,2022-10-28,32.25,2022,10,43,1030,32.25,32.5,32.285714285714285,37.410714285714285,-0.25
Cabai Merah,Cabai Merah Besar,2022-10-31,33.0,2022,10,44,1033,32.25,32.25,32.25,36.32142857142857,0.0
Cabai Merah,Cabai Merah Besar,2022-11-01,33.0,2022,11,44,1034,33.0,32.25,32.357142857142854,35.107142857142854,0.75
Cabai Merah,Cabai Merah Besar,2022-11-02,32.0,2022,11,44,1035,33.0,32.25,32.464285714285715,34.07142857142857,0.75
Cabai Merah,Cabai Merah Besar,2022-11-03,30.75,2022,11,44,1036,32.0,32.25,32.42857142857143,33.25,-0.25
Cabai Merah,Cabai Merah Besar,2022-11-04,30.75,2022,11,44,1037,30.75,32.25,32.214285714285715,32.625,-1.5
Cabai Merah,Cabai Merah Besar,2022-11-07,29.5,2022,11,45,1040,30.75,32.25,32.0,32.232142857142854,-1.5
Cabai Merah,Cabai Merah Besar,2022-11-08,28.25,2022,11,45,1041,29.5,32.25,31.607142857142858,31.946428571428573,-2.75
Cabai Merah,Cabai Merah Besar,2022-11-09,28.25,2022,11,45,1042,28.25,33.0,31.035714285714285,31.642857142857142,-4.75
Cabai Merah,Cabai Merah Besar,2022-11-10,28.25,2022,11,45,1043,28.25,33.0,30.357142857142858,31.357142857142858,-4.75
Cabai Merah,Cabai Merah Besar,2022-11-11,28.25,2022,11,45,1044,28.25,32.0,29.678571428571427,31.071428571428573,-3.75
Cabai Merah,Cabai Merah Besar,2022-11-14,26.75,2022,11,46,1047,28.25,30.75,29.142857142857142,30.785714285714285,-2.5
Cabai Merah,Cabai Merah Besar,2022-11-15,26.75,2022,11,46,1048,26.75,30.75,28.571428571428573,30.392857142857142,-4.0
Cabai Merah,Cabai Merah Besar,2022-11-16,26.75,2022,11,46,1049,26.75,29.5,28.0,30.0,-2.75
Cabai Merah,Cabai Merah Besar,2022-11-17,26.75,2022,11,46,1050,26.75,28.25,27.607142857142858,29.607142857142858,-1.5
Cabai Merah,Cabai Merah Besar,2022-11-18,26.75,2022,11,46,1051,26.75,28.25,27.392857142857142,29.214285714285715,-1.5
Cabai Merah,Cabai Merah Besar,2022-11-21,26.75,2022,11,47,1054,26.75,28.25,27.178571428571427,28.767857142857142,-1.5
Cabai Merah,Cabai Merah Besar,2022-11-22,26.75,2022,11,47,1055,26.75,28.25,26.964285714285715,28.321428571428573,-1.5
Cabai Merah,Cabai Merah Besar,2022-11-23,27.5,2022,11,47,1056,26.75,26.75,26.75,27.946428571428573,0.0
Cabai Merah,Cabai Merah Besar,2022-11-24,27.5,2022,11,47,1057,27.5,26.75,26.857142857142858,27.714285714285715,0.75
Cabai Merah,Cabai Merah Besar,2022-11-25,27.5,2022,11,47,1058,27.5,26.75,26.964285714285715,27.482142857142858,0.75
Cabai Merah,Cabai Merah Besar,2022-11-28,28.0,2022,11,48,1061,27.5,26.75,27.071428571428573,27.339285714285715,0.75
Cabai Merah,Cabai Merah Besar,2022-11-29,28.5,2022,11,48,1062,28.0,26.75,27.25,27.321428571428573,1.25
Cabai Merah,Cabai Merah Besar,2022-11-30,28.75,2022,11,48,1063,28.5,26.75,27.5,27.339285714285715,1.75
Cabai Merah,Cabai Merah Besar,2022-12-01,28.75,2022,12,48,1064,28.75,26.75,27.785714285714285,27.375,2.0
Cabai Merah,Cabai Merah Besar,2022-12-02,28.75,2022,12,48,1065,28.75,27.5,28.071428571428573,27.410714285714285,1.25
Cabai Merah,Cabai Merah Besar,2022-12-05,30.5,2022,12,49,1068,28.75,27.5,28.25,27.553571428571427,1.25
Cabai Merah,Cabai Merah Besar,2022-12-06,30.5,2022,12,49,1069,30.5,27.5,28.678571428571427,27.821428571428573,3.0
Cabai Merah,Cabai Merah Besar,2022-12-07,30.5,2022,12,49,1070,30.5,28.0,29.107142857142858,28.089285714285715,2.5
Cabai Merah,Cabai Merah Besar,2022-12-08,29.5,2022,12,49,1071,30.5,28.5,29.464285714285715,28.357142857142858,2.0
Cabai Merah,Cabai Merah Besar,2022-12-09,30.0,2022,12,49,1072,29.5,28.75,29.607142857142858,28.553571428571427,0.75
Cabai Merah,Cabai Merah Besar,2022-12-12,30.75,2022,12,50,1075,30.0,28.75,29.785714285714285,28.785714285714285,1.25
Cabai Merah,Cabai Merah Besar,2022-12-13,30.75,2022,12,50,1076,30.75,28.75,30.071428571428573,29.071428571428573,2.0
Cabai Merah,Cabai Merah Besar,2022-12-14,30.75,2022,12,50,1077,30.75,30.5,30.357142857142858,29.303571428571427,0.25
Cabai Merah,Cabai Merah Besar,2022-12-15,30.75,2022,12,50,1078,30.75,30.5,30.392857142857142,29.535714285714285,0.25
Cabai Merah,Cabai Merah Besar,2022-12-16,30.75,2022,12,50,1079,30.75,30.5,30.428571428571427,29.767857142857142,0.25
Cabai Merah,Cabai Merah Besar,2022-12-19,30.0,2022,12,51,1082,30.75,29.5,30.464285714285715,29.964285714285715,1.25
Cabai Merah,Cabai Merah Besar,2022-12-20,30.0,2022,12,51,1083,30.0,30.0,30.535714285714285,30.071428571428573,0.0
Cabai Merah,Cabai Merah Besar,2022-12-21,28.75,2022,12,51,1084,30.0,30.75,30.535714285714285,30.160714285714285,-0.75
Cabai Merah,Cabai Merah Besar,2022-12-22,28.75,2022,12,51,1085,28.75,30.75,30.25,30.160714285714285,-2.0
Cabai Merah,Cabai Merah Besar,2022-12-23,28.75,2022,12,51,1086,28.75,30.75,29.964285714285715,30.160714285714285,-2.0
Cabai Merah,Cabai Merah Besar,2022-12-26,32.75,2022,12,52,1089,28.75,30.75,29.678571428571427,30.035714285714285,-2.0
Cabai Merah,Cabai Merah Besar,2022-12-27,32.75,2022,12,52,1090,32.75,30.75,29.964285714285715,30.196428571428573,2.0
Cabai Merah,Cabai Merah Besar,2022-12-28,32.75,2022,12,52,1091,32.75,30.0,30.25,30.357142857142858,2.75
Cabai Merah,Cabai Merah Besar,2022-12-29,32.75,2022,12,52,1092,32.75,30.0,30.642857142857142,30.589285714285715,2.75
Cabai Merah,Cabai Merah Besar,2022-12-30,34.25,2022,12,52,1093,32.75,28.75,31.035714285714285,30.785714285714285,4.0
Cabai Merah,Cabai Merah Besar,2023-01-02,37.75,2023,1,1,1096,34.25,28.75,31.821428571428573,31.035714285714285,5.5
Cabai Merah,Cabai Merah Besar,2023-01-03,37.75,2023,1,1,1097,37.75,28.75,33.107142857142854,31.535714285714285,9.0
Cabai Merah,Cabai Merah Besar,2023-01-04,37.75,2023,1,1,1098,37.75,32.75,34.392857142857146,32.035714285714285,5.0
Cabai Merah,Cabai Merah Besar,2023-01-05,37.75,2023,1,1,1099,37.75,32.75,35.107142857142854,32.535714285714285,5.0
Cabai Merah,Cabai Merah Besar,2023-01-06,37.0,2023,1,1,1100,37.75,32.75,35.82142857142857,33.035714285714285,5.0
Cabai Merah,Cabai Merah Besar,2023-01-09,40.5,2023,1,2,1103,37.0,32.75,36.42857142857143,33.535714285714285,4.25
Cabai Merah,Cabai Merah Besar,2023-01-10,40.5,2023,1,2,1104,40.5,34.25,37.535714285714285,34.285714285714285,6.25
Cabai Merah,Cabai Merah Besar,2023-01-11,39.25,2023,1,2,1105,40.5,37.75,38.42857142857143,35.125,2.75
Cabai Merah,Cabai Merah Besar,2023-01-12,39.25,2023,1,2,1106,39.25,37.75,38.642857142857146,35.875,1.5
Cabai Merah,Cabai Merah Besar,2023-01-13,40.5,2023,1,2,1107,39.25,37.75,38.857142857142854,36.625,1.5
Cabai Merah,Cabai Merah Besar,2023-01-16,39.75,2023,1,3,1110,40.5,37.75,39.25,37.17857142857143,2.75
Cabai Merah,Cabai Merah Besar,2023-01-17,39.75,2023,1,3,1111,39.75,37.0,39.535714285714285,37.67857142857143,2.75
Cabai Merah,Cabai Merah Besar,2023-01-18,39.75,2023,1,3,1112,39.75,40.5,39.92857142857143,38.17857142857143,-0.75
Cabai Merah,Cabai Merah Besar,2023-01-19,38.5,2023,1,3,1113,39.75,40.5,39.82142857142857,38.67857142857143,-0.75
Cabai Merah,Cabai Merah Besar,2023-01-20,38.5,2023,1,3,1114,38.5,39.25,39.535714285714285,38.982142857142854,-0.75
Cabai Merah,Cabai Merah Besar,2023-01-23,38.5,2023,1,4,1117,38.5,39.25,39.42857142857143,39.035714285714285,-0.75
Cabai Merah,Cabai Merah Besar,2023-01-24,38.0,2023,1,4,1118,38.5,40.5,39.32142857142857,39.089285714285715,-2.0
Cabai Merah,Cabai Merah Besar,2023-01-25,36.75,2023,1,4,1119,38.0,39.75,38.964285714285715,39.107142857142854,-1.75
Cabai Merah,Cabai Merah Besar,2023-01-26,36.5,2023,1,4,1120,36.75,39.75,38.535714285714285,39.035714285714285,-3.0
Cabai Merah,Cabai Merah Besar,2023-01-27,36.5,2023,1,4,1121,36.5,39.75,38.07142857142857,39.0,-3.25
Cabai Merah,Cabai Merah Besar,2023-01-30,34.5,2023,1,5,1124,36.5,38.5,37.607142857142854,38.714285714285715,-2.0
Cabai Merah,Cabai Merah Besar,2023-01-31,34.5,2023,1,5,1125,34.5,38.5,37.035714285714285,38.285714285714285,-4.0
Cabai Merah,Cabai Merah Besar,2023-02-01,34.0,2023,2,5,1126,34.5,38.5,36.464285714285715,37.94642857142857,-4.0
Cabai Merah,Cabai Merah Besar,2023-02-02,34.0,2023,2,5,1127,34.0,38.0,35.82142857142857,37.57142857142857,-4.0
Cabai Merah,Cabai Merah Besar,2023-02-03,34.0,2023,2,5,1128,34.0,36.75,35.25,37.107142857142854,-2.75
Cabai Merah,Cabai Merah Besar,2023-02-06,37.75,2023,2,6,1131,34.0,36.5,34.857142857142854,36.69642857142857,-2.5
Cabai Merah,Cabai Merah Besar,2023-02-07,37.75,2023,2,6,1132,37.75,36.5,35.035714285714285,36.55357142857143,1.25
Cabai Merah,Cabai Merah Besar,2023-02-08,40.25,2023,2,6,1133,37.75,34.5,35.214285714285715,36.410714285714285,3.25
Cabai Merah,Cabai Merah Besar,2023-02-09,40.25,2023,2,6,1134,40.25,34.5,36.035714285714285,36.535714285714285,5.75
Cabai Merah,Cabai Merah Besar,2023-02-10,39.75,2023,2,6,1135,40.25,34.0,36.857142857142854,36.660714285714285,6.25
Cabai Merah,Cabai Merah Besar,2023-02-13,39.75,2023,2,7,1138,39.75,34.0,37.67857142857143,36.75,5.75
Cabai Merah,Cabai Merah Besar,2023-02-14,39.75,2023,2,7,1139,39.75,34.0,38.5,36.875,5.75
Cabai Merah,Cabai Merah Besar,2023-02-15,39.75,2023,2,7,1140,39.75,37.75,39.32142857142857,37.089285714285715,2.0
Cabai Merah,Cabai Merah Besar,2023-02-16,39.75,2023,2,7,1141,39.75,37.75,39.607142857142854,37.32142857142857,2.0
Cabai Merah,Cabai Merah Besar,2023-02-17,44.25,2023,2,7,1142,39.75,40.25,39.892857142857146,37.55357142857143,-0.5
Cabai Merah,Cabai Merah Besar,2023-02-20,46.5,2023,2,8,1145,44.25,40.25,40.464285714285715,38.25,4.0
Cabai Merah,Cabai Merah Besar,2023-02-21,47.25,2023,2,8,1146,46.5,39.75,41.357142857142854,39.107142857142854,6.75
Cabai Merah,Cabai Merah Besar,2023-02-22,47.25,2023,2,8,1147,47.25,39.75,42.42857142857143,40.05357142857143,7.5
Cabai Merah,Cabai Merah Besar,2023-02-23,49.0,2023,2,8,1148,47.25,39.75,43.5,41.0,7.5
Cabai Merah,Cabai Merah Besar,2023-02-24,49.0,2023,2,8,1149,49.0,39.75,44.82142857142857,42.07142857142857,9.25
Cabai Merah,Cabai Merah Besar,2023-02-27,42.0,2023,2,9,1152,49.0,39.75,46.142857142857146,42.875,9.25
Cabai Merah,Cabai Merah Besar,2023-02-28,37.0,2023,2,9,1153,42.0,44.25,46.464285714285715,43.17857142857143,-2.25
Cabai Merah,Cabai Merah Besar,2023-03-01,34.5,2023,3,9,1154,37.0,46.5,45.42857142857143,42.94642857142857,-9.5
Cabai Merah,Cabai Merah Besar,2023-03-02,34.0,2023,3,9,1155,34.5,47.25,43.714285714285715,42.535714285714285,-12.75
Cabai Merah,Cabai Merah Besar,2023-03-03,32.75,2023,3,9,1156,34.0,47.25,41.82142857142857,42.125,-13.25
Cabai Merah,Cabai Merah Besar,2023-03-06,35.0,2023,3,10,1159,32.75,49.0,39.75,41.625,-16.25
Cabai Merah,Cabai Merah Besar,2023-03-07,35.5,2023,3,10,1160,35.0,49.0,37.75,41.285714285714285,-14.0
Cabai Merah,Cabai Merah Besar,2023-03-08,35.5,2023,3,10,1161,35.5,42.0,35.82142857142857,40.982142857142854,-6.5
Cabai Merah,Cabai Merah Besar,2023-03-09,35.5,2023,3,10,1162,35.5,37.0,34.892857142857146,40.67857142857143,-1.5
Cabai Merah,Cabai Merah Besar,2023-03-10,33.75,2023,3,10,1163,35.5,34.5,34.67857142857143,40.05357142857143,1.0
Cabai Merah,Cabai Merah Besar,2023-03-13,37.0,2023,3,11,1166,33.75,34.0,34.57142857142857,39.142857142857146,-0.25
Cabai Merah,Cabai Merah Besar,2023-03-14,37.75,2023,3,11,1167,37.0,32.75,35.0,38.410714285714285,4.25
Cabai Merah,Cabai Merah Besar,2023-03-15,37.75,2023,3,11,1168,37.75,35.0,35.714285714285715,37.732142857142854,2.75
Cabai Merah,Cabai Merah Besar,2023-03-16,40.0,2023,3,11,1169,37.75,35.5,36.107142857142854,36.92857142857143,2.25
Cabai Merah,Cabai Merah Besar,2023-03-17,40.0,2023,3,11,1170,40.0,35.5,36.75,36.285714285714285,4.5
Cabai Merah,Cabai Merah Besar,2023-03-20,41.75,2023,3,12,1173,40.0,35.5,37.392857142857146,36.142857142857146,4.5
Cabai Merah,Cabai Merah Besar,2023-03-21,41.75,2023,3,12,1174,41.75,33.75,38.285714285714285,36.482142857142854,8.0
Cabai Merah,Cabai Merah Besar,2023-03-22,41.75,2023,3,12,1175,41.75,37.0,39.42857142857143,37.0,4.75
Cabai Merah,Cabai Merah Besar,2023-03-23,41.75,2023,3,12,1176,41.75,37.75,40.107142857142854,37.55357142857143,4.0
Cabai Merah,Cabai Merah Besar,2023-03-24,49.5,2023,3,12,1177,41.75,37.75,40.67857142857143,38.19642857142857,4.0
Cabai Merah,Cabai Merah Besar,2023-03-27,42.75,2023,3,13,1180,49.5,40.0,42.357142857142854,39.232142857142854,9.5
Cabai Merah,Cabai Merah Besar,2023-03-28,39.75,2023,3,13,1181,42.75,40.0,42.75,39.75,2.75
Cabai Merah,Cabai Merah Besar,2023-03-29,35.0,2023,3,13,1182,39.75,41.75,42.714285714285715,40.05357142857143,-2.0
Cabai Merah,Cabai Merah Besar,2023-03-30,32.5,2023,3,13,1183,35.0,41.75,41.75,40.017857142857146,-6.75
Cabai Merah,Cabai Merah Besar,2023-03-31,32.5,2023,3,13,1184,32.5,41.75,40.42857142857143,39.92857142857143,-9.25
Cabai Merah,Cabai Merah Besar,2023-04-03,31.25,2023,4,14,1187,32.5,41.75,39.107142857142854,39.607142857142854,-9.25
Cabai Merah,Cabai Merah Besar,2023-04-04,31.25,2023,4,14,1188,31.25,49.5,37.607142857142854,39.142857142857146,-18.25
Cabai Merah,Cabai Merah Besar,2023-04-05,31.25,2023,4,14,1189,31.25,42.75,35.0,38.67857142857143,-11.5
Cabai Merah,Cabai Merah Besar,2023-04-06,31.25,2023,4,14,1190,31.25,39.75,33.357142857142854,38.05357142857143,-8.5
Cabai Merah,Cabai Merah Besar,2023-04-07,31.25,2023,4,14,1191,31.25,35.0,32.142857142857146,37.42857142857143,-3.75
Cabai Merah,Cabai Merah Besar,2023-04-10,32.5,2023,4,15,1194,31.25,32.5,31.607142857142858,36.67857142857143,-1.25
Cabai Merah,Cabai Merah Besar,2023-04-11,33.0,2023,4,15,1195,32.5,32.5,31.607142857142858,36.017857142857146,0.0
Cabai Merah,Cabai Merah Besar,2023-04-12,34.25,2023,4,15,1196,33.0,31.25,31.678571428571427,35.392857142857146,1.75
Cabai Merah,Cabai Merah Besar,2023-04-13,34.25,2023,4,15,1197,34.25,31.25,32.107142857142854,34.857142857142854,3.0
Cabai Merah,Cabai Merah Besar,2023-04-14,34.25,2023,4,15,1198,34.25,31.25,32.535714285714285,33.767857142857146,3.0
Cabai Merah,Cabai Merah Besar,2023-04-17,44.5,2023,4,16,1201,34.25,31.25,32.964285714285715,33.160714285714285,3.0
Cabai Merah,Cabai Merah Besar,2023-04-18,49.5,2023,4,16,1202,44.5,31.25,34.857142857142854,33.5,13.25
Cabai Merah,Cabai Merah Besar,2023-04-19,49.5,2023,4,16,1203,49.5,32.5,37.464285714285715,34.535714285714285,17.0
Cabai Merah,Cabai Merah Besar,2023-04-20,49.5,2023,4,16,1204,49.5,33.0,39.892857142857146,35.75,16.5
Cabai Merah,Cabai Merah Besar,2023-04-21,49.5,2023,4,16,1205,49.5,34.25,42.25,36.964285714285715,15.25
Cabai Merah,Cabai Merah Besar,2023-04-24,49.5,2023,4,17,1208,49.5,34.25,44.42857142857143,38.267857142857146,15.25
Cabai Merah,Cabai Merah Besar,2023-04-25,49.5,2023,4,17,1209,49.5,34.25,46.607142857142854,39.57142857142857,15.25
Cabai Merah,Cabai Merah Besar,2023-04-26,43.5,2023,4,17,1210,49.5,44.5,48.785714285714285,40.875,5.0
Cabai Merah,Cabai Merah Besar,2023-04-27,41.75,2023,4,17,1211,43.5,49.5,48.642857142857146,41.75,-6.0
Cabai Merah,Cabai Merah Besar,2023-04-28,37.75,2023,4,17,1212,41.75,49.5,47.535714285714285,42.5,-7.75
Cabai Merah,Cabai Merah Besar,2023-05-01,37.75,2023,5,18,1215,37.75,49.5,45.857142857142854,42.875,-11.75
Cabai Merah,Cabai Merah Besar,2023-05-02,33.5,2023,5,18,1216,37.75,49.5,44.17857142857143,43.214285714285715,-11.75
Cabai Merah,Cabai Merah Besar,2023-05-03,31.0,2023,5,18,1217,33.5,49.5,41.892857142857146,43.160714285714285,-16.0
Cabai Merah,Cabai Merah Besar,2023-05-04,29.75,2023,5,18,1218,31.0,49.5,39.25,42.92857142857143,-18.5
Cabai Merah,Cabai Merah Besar,2023-05-05,29.25,2023,5,18,1219,29.75,43.5,36.42857142857143,42.607142857142854,-13.75
Cabai Merah,Cabai Merah Besar,2023-05-08,32.75,2023,5,19,1222,29.25,41.75,34.392857142857146,41.517857142857146,-12.5
Cabai Merah,Cabai Merah Besar,2023-05-09,35.25,2023,5,19,1223,32.75,37.75,33.107142857142854,40.32142857142857,-5.0
Cabai Merah,Cabai Merah Besar,2023-05-10,37.5,2023,5,19,1224,35.25,37.75,32.75,39.30357142857143,-2.5
Cabai Merah,Cabai Merah Besar,2023-05-11,38.25,2023,5,19,1225,37.5,33.5,32.714285714285715,38.44642857142857,4.0
Cabai Merah,Cabai Merah Besar,2023-05-12,38.25,2023,5,19,1226,38.25,31.0,33.392857142857146,37.642857142857146,7.25
Cabai Merah,Cabai Merah Besar,2023-05-15,39.25,2023,5,20,1229,38.25,29.75,34.42857142857143,36.839285714285715,8.5
Cabai Merah,Cabai Merah Besar,2023-05-16,42.5,2023,5,20,1230,39.25,29.25,35.785714285714285,36.107142857142854,10.0
Cabai Merah,Cabai Merah Besar,2023-05-17,42.5,2023,5,20,1231,42.5,32.75,37.67857142857143,36.035714285714285,9.75
Cabai Merah,Cabai Merah Besar,2023-05-18,42.5,2023,5,20,1232,42.5,35.25,39.07142857142857,36.089285714285715,7.25
Cabai Merah,Cabai Merah Besar,2023-05-19,43.0,2023,5,20,1233,42.5,37.5,40.107142857142854,36.42857142857143,5.0
Cabai Merah,Cabai Merah Besar,2023-05-22,41.0,2023,5,21,1236,43.0,38.25,40.892857142857146,36.80357142857143,4.75
Cabai Merah,Cabai Merah Besar,2023-05-23,38.25,2023,5,21,1237,41.0,38.25,41.285714285714285,37.339285714285715,2.75
Cabai Merah,Cabai Merah Besar,2023-05-24,38.25,2023,5,21,1238,38.25,39.25,41.285714285714285,37.857142857142854,-1.0
Cabai Merah,Cabai Merah Besar,2023-05-25,38.25,2023,5,21,1239,38.25,42.5,41.142857142857146,38.464285714285715,-4.25
Cabai Merah,Cabai Merah Besar,2023-05-26,38.25,2023,5,21,1240,38.25,42.5,40.535714285714285,39.107142857142854,-4.25
Cabai Merah,Cabai Merah Besar,2023-05-29,36.5,2023,5,22,1243,38.25,42.5,39.92857142857143,39.5,-4.25
Cabai Merah,Cabai Merah Besar,2023-05-30,36.5,2023,5,22,1244,36.5,43.0,39.07142857142857,39.589285714285715,-6.5
Cabai Merah,Cabai Merah Besar,2023-05-31,35.0,2023,5,22,1245,36.5,41.0,38.142857142857146,39.517857142857146,-4.5
Cabai Merah,Cabai Merah Besar,2023-06-01,35.0,2023,6,22,1246,35.0,38.25,37.285714285714285,39.285714285714285,-3.25
Cabai Merah,Cabai Merah Besar,2023-06-02,35.0,2023,6,22,1247,35.0,38.25,36.82142857142857,39.05357142857143,-3.25
Cabai Merah,Cabai Merah Besar,2023-06-05,34.75,2023,6,23,1250,35.0,38.25,36.357142857142854,38.75,-3.25
Cabai Merah,Cabai Merah Besar,2023-06-06,34.0,2023,6,23,1251,34.75,38.25,35.857142857142854,38.19642857142857,-3.5
Cabai Merah,Cabai Merah Besar,2023-06-07,34.0,2023,6,23,1252,34.0,36.5,35.25,37.589285714285715,-2.5
Cabai Merah,Cabai Merah Besar,2023-06-08,33.5,2023,6,23,1253,34.0,36.5,34.892857142857146,36.982142857142854,-2.5
Cabai Merah,Cabai Merah Besar,2023-06-09,33.5,2023,6,23,1254,33.5,35.0,34.464285714285715,36.30357142857143,-1.5
Cabai Merah,Cabai Merah Besar,2023-06-12,32.75,2023,6,24,1257,33.5,35.0,34.25,35.767857142857146,-1.5
Cabai Merah,Cabai Merah Besar,2023-06-13,32.25,2023,6,24,1258,32.75,35.0,33.92857142857143,35.375,-2.25
Cabai Merah,Cabai Merah Besar,2023-06-14,32.25,2023,6,24,1259,32.25,34.75,33.535714285714285,34.94642857142857,-2.5
Cabai Merah,Cabai Merah Besar,2023-06-15,32.25,2023,6,24,1260,32.25,34.0,33.17857142857143,34.517857142857146,-1.75
Cabai Merah,Cabai Merah Besar,2023-06-16,32.25,2023,6,24,1261,32.25,34.0,32.92857142857143,34.089285714285715,-1.75
Cabai Merah,Cabai Merah Besar,2023-06-19,31.5,2023,6,25,1264,32.25,33.5,32.67857142857143,33.785714285714285,-1.25
Cabai Merah,Cabai Merah Besar,2023-06-20,31.5,2023,6,25,1265,31.5,33.5,32.392857142857146,33.42857142857143,-2.0
Cabai Merah,Cabai Merah Besar,2023-06-21,31.0,2023,6,25,1266,31.5,32.75,32.107142857142854,33.17857142857143,-1.25
Cabai Merah,Cabai Merah Besar,2023-06-22,33.25,2023,6,25,1267,31.0,32.25,31.857142857142858,32.892857142857146,-1.25
Cabai Merah,Cabai Merah Besar,2023-06-23,38.0,2023,6,25,1268,33.25,32.25,32.0,32.767857142857146,1.0
Cabai Merah,Cabai Merah Besar,2023-06-26,45.0,2023,6,26,1271,38.0,32.25,32.82142857142857,33.0,5.75
Cabai Merah,Cabai Merah Besar,2023-06-27,47.5,2023,6,26,1272,45.0,32.25,34.642857142857146,33.785714285714285,12.75
Cabai Merah,Cabai Merah Besar,2023-06-28,47.5,2023,6,26,1273,47.5,31.5,36.82142857142857,34.75,16.0
Cabai Merah,Cabai Merah Besar,2023-06-29,47.5,2023,6,26,1274,47.5,31.5,39.107142857142854,35.75,16.0
Cabai Merah,Cabai Merah Besar,2023-06-30,47.5,2023,6,26,1275,47.5,31.0,41.392857142857146,36.75,16.5
Cabai Merah,Cabai Merah Besar,2023-07-03,47.0,2023,7,27,1278,47.5,33.25,43.75,37.80357142857143,14.25
Cabai Merah,Cabai Merah Besar,2023-07-04,45.25,2023,7,27,1279,47.0,38.0,45.714285714285715,38.857142857142854,9.0
Cabai Merah,Cabai Merah Besar,2023-07-05,43.25,2023,7,27,1280,45.25,45.0,46.75,39.785714285714285,0.25
Cabai Merah,Cabai Merah Besar,2023-07-06,41.0,2023,7,27,1281,43.25,47.5,46.5,40.57142857142857,-4.25
Cabai Merah,Cabai Merah Besar,2023-07-07,38.75,2023,7,27,1282,41.0,47.5,45.57142857142857,41.19642857142857,-6.5
Cabai Merah,Cabai Merah Besar,2023-07-10,37.5,2023,7,28,1285,38.75,47.5,44.32142857142857,41.714285714285715,-8.75
Cabai Merah,Cabai Merah Besar,2023-07-11,36.25,2023,7,28,1286,37.5,47.5,42.892857142857146,42.142857142857146,-10.0
Cabai Merah,Cabai Merah Besar,2023-07-12,34.75,2023,7,28,1287,36.25,47.0,41.285714285714285,42.517857142857146,-10.75
Cabai Merah,Cabai Merah Besar,2023-07-13,33.5,2023,7,28,1288,34.75,45.25,39.535714285714285,42.625,-10.5
Cabai Merah,Cabai Merah Besar,2023-07-14,33.5,2023,7,28,1289,33.5,43.25,37.857142857142854,42.30357142857143,-9.75
Cabai Merah,Cabai Merah Besar,2023-07-17,32.0,2023,7,29,1292,33.5,41.0,36.464285714285715,41.482142857142854,-7.5
Cabai Merah,Cabai Merah Besar,2023-07-18,31.75,2023,7,29,1293,32.0,38.75,35.17857142857143,40.375,-6.75
Cabai Merah,Cabai Merah Besar,2023-07-19,31.75,2023,7,29,1294,31.75,37.5,34.17857142857143,39.25,-5.75
Cabai Merah,Cabai Merah Besar,2023-07-20,31.0,2023,7,29,1295,31.75,36.25,33.357142857142854,38.125,-4.5
Cabai Merah,Cabai Merah Besar,2023-07-21,32.75,2023,7,29,1296,31.0,34.75,32.607142857142854,36.94642857142857,-3.75
Cabai Merah,Cabai Merah Besar,2023-07-24,32.25,2023,7,30,1299,32.75,33.5,32.32142857142857,35.92857142857143,-0.75
Cabai Merah,Cabai Merah Besar,2023-07-25,32.25,2023,7,30,1300,32.25,33.5,32.142857142857146,35.0,-1.25
Cabai Merah,Cabai Merah Besar,2023-07-26,33.5,2023,7,30,1301,32.25,32.0,31.964285714285715,34.214285714285715,0.25
Cabai Merah,Cabai Merah Besar,2023-07-27,33.5,2023,7,30,1302,33.5,31.75,32.17857142857143,33.67857142857143,1.75
