komoditas,kualitas,tanggal,harga,tahun,bulan,minggu,hari_ke,lag_1,lag_7,mean_7,mean_14,delta_7
Cabai Merah,Cabai Merah Besar,2021-12-03,42.5,2021,12,48,701,43.0,42.25,41.714285714285715,38.285714285714285,0.75
Cabai Merah,Cabai Merah Besar,2021-12-06,50.0,2021,12,49,704,42.5,41.0,41.75,39.142857142857146,1.5
Cabai Merah,Cabai Merah Besar,2021-12-07,50.0,2021,12,49,705,50.0,41.0,43.035714285714285,40.535714285714285,9.0
Cabai Merah,Cabai Merah Besar,2021-12-08,47.75,2021,12,49,706,50.0,40.0,44.32142857142857,41.92857142857143,10.0
Cabai Merah,Cabai Merah Besar,2021-12-09,49.5,2021,12,49,707,47.75,40.75,45.42857142857143,42.92857142857143,7.0
Cabai Merah,Cabai Merah Besar,2021-12-10,49.0,2021,12,49,708,49.5,44.0,46.67857142857143,43.982142857142854,5.5
Cabai Merah,Cabai Merah Besar,2021-12-13,43.5,2021,12,50,711,49.0,43.0,47.392857142857146,44.517857142857146,6.0
Cabai Merah,Cabai Merah Besar,2021-12-14,42.5,2021,12,50,712,43.5,42.5,47.464285714285715,44.589285714285715,1.0
Cabai Merah,Cabai Merah Besar,2021-12-15,43.5,2021,12,50,713,42.5,50.0,47.464285714285715,44.607142857142854,-7.5
Cabai Merah,Cabai Merah Besar,2021-12-16,43.5,2021,12,50,714,43.5,50.0,46.535714285714285,44.785714285714285,-6.5
Cabai Merah,Cabai Merah Besar,2021-12-17,43.0,2021,12,50,715,43.5,47.75,45.607142857142854,44.964285714285715,-4.25
Cabai Merah,Cabai Merah Besar,2021-12-20,38.25,2021,12,51,718,43.0,49.5,44.92857142857143,45.17857142857143,-6.5
Cabai Merah,Cabai Merah Besar,2021-12-21,37.75,2021,12,51,719,38.25,49.0,43.32142857142857,45.0,-10.75
Cabai Merah,Cabai Merah Besar,2021-12-22,36.25,2021,12,51,720,37.75,43.5,41.714285714285715,44.55357142857143,-5.75
Cabai Merah,Cabai Merah Besar,2021-12-23,36.25,2021,12,51,721,36.25,42.5,40.67857142857143,44.07142857142857,-6.25
Cabai Merah,Cabai Merah Besar,2021-12-24,33.75,2021,12,51,722,36.25,43.5,39.785714285714285,43.625,-7.25
Cabai Merah,Cabai Merah Besar,2021-12-27,33.75,2021,12,52,725,33.75,43.5,38.392857142857146,42.464285714285715,-9.75
Cabai Merah,Cabai Merah Besar,2021-12-28,33.5,2021,12,52,726,33.75,43.0,37.0,41.30357142857143,-9.25
Cabai Merah,Cabai Merah Besar,2021-12-29,33.0,2021,12,52,727,33.5,38.25,35.642857142857146,40.285714285714285,-4.75
Cabai Merah,Cabai Merah Besar,2021-12-30,31.25,2021,12,52,728,33.0,37.75,34.892857142857146,39.107142857142854,-4.75
Cabai Merah,Cabai Merah Besar,2021-12-31,29.5,2021,12,52,729,31.25,36.25,33.964285714285715,37.839285714285715,-5.0
Cabai Merah,Cabai Merah Besar,2022-01-03,28.5,2022,1,1,732,29.5,36.25,33.0,36.839285714285715,-6.75
Cabai Merah,Cabai Merah Besar,2022-01-04,28.0,2022,1,1,733,28.5,33.75,31.892857142857142,35.839285714285715,-5.25
Cabai Merah,Cabai Merah Besar,2022-01-05,28.0,2022,1,1,734,28.0,33.75,31.071428571428573,34.732142857142854,-5.75
Cabai Merah,Cabai Merah Besar,2022-01-06,28.0,2022,1,1,735,28.0,33.5,30.25,33.625,-5.5
Cabai Merah,Cabai Merah Besar,2022-01-07,28.0,2022,1,1,736,28.0,33.0,29.464285714285715,32.55357142857143,-5.0
Cabai Merah,Cabai Merah Besar,2022-01-10,25.75,2022,1,2,739,28.0,31.25,28.75,31.821428571428573,-3.25
Cabai Merah,Cabai Merah Besar,2022-01-11,25.25,2022,1,2,740,25.75,29.5,27.964285714285715,30.964285714285715,-3.75
Cabai Merah,Cabai Merah Besar,2022-01-12,24.0,2022,1,2,741,25.25,28.5,27.357142857142858,30.178571428571427,-3.25
Cabai Merah,Cabai Merah Besar,2022-01-13,24.0,2022,1,2,742,24.0,28.0,26.714285714285715,29.303571428571427,-4.0
Cabai Merah,Cabai Merah Besar,2022-01-14,24.0,2022,1,2,743,24.0,28.0,26.142857142857142,28.607142857142858,-4.0
Cabai Merah,Cabai Merah Besar,2022-01-17,28.75,2022,1,3,746,24.0,28.0,25.571428571428573,27.910714285714285,-4.0
Cabai Merah,Cabai Merah Besar,2022-01-18,29.75,2022,1,3,747,28.75,28.0,25.678571428571427,27.571428571428573,0.75
Cabai Merah,Cabai Merah Besar,2022-01-19,29.75,2022,1,3,748,29.75,25.75,25.928571428571427,27.339285714285715,4.0
Cabai Merah,Cabai Merah Besar,2022-01-20,31.75,2022,1,3,749,29.75,25.25,26.5,27.232142857142858,4.5
Cabai Merah,Cabai Merah Besar,2022-01-21,33.5,2022,1,3,750,31.75,24.0,27.428571428571427,27.392857142857142,7.75
Cabai Merah,Cabai Merah Besar,2022-01-24,34.75,2022,1,4,753,33.5,24.0,28.785714285714285,27.75,9.5
Cabai Merah,Cabai Merah Besar,2022-01-25,34.0,2022,1,4,754,34.75,24.0,30.321428571428573,28.232142857142858,10.75
Cabai Merah,Cabai Merah Besar,2022-01-26,33.75,2022,1,4,755,34.0,28.75,31.75,28.660714285714285,5.25
Cabai Merah,Cabai Merah Besar,2022-01-27,33.75,2022,1,4,756,33.75,29.75,32.464285714285715,29.071428571428573,4.0
Cabai Merah,Cabai Merah Besar,2022-01-28,29.75,2022,1,4,757,33.75,29.75,33.035714285714285,29.482142857142858,4.0
Cabai Merah,Cabai Merah Besar,2022-01-31,27.5,2022,1,5,760,29.75,31.75,33.035714285714285,29.767857142857142,-2.0
Cabai Merah,Cabai Merah Besar,2022-02-02,27.0,2022,2,5,762,27.5,33.5,32.42857142857143,29.928571428571427,-6.0
Cabai Merah,Cabai Merah Besar,2022-02-03,27.0,2022,2,5,763,27.0,34.75,31.5,30.142857142857142,-7.75
Cabai Merah,Cabai Merah Besar,2022-02-04,31.0,2022,2,5,764,27.0,34.0,30.392857142857142,30.357142857142858,-7.0
Cabai Merah,Cabai Merah Besar,2022-02-07,31.5,2022,2,6,767,31.0,33.75,29.964285714285715,30.857142857142858,-2.75
Cabai Merah,Cabai Merah Besar,2022-02-08,31.25,2022,2,6,768,31.5,33.75,29.642857142857142,31.053571428571427,-2.25
Cabai Merah,Cabai Merah Besar,2022-02-09,30.5,2022,2,6,769,31.25,29.75,29.285714285714285,31.160714285714285,1.5
Cabai Merah,Cabai Merah Besar,2022-02-10,29.75,2022,2,6,770,30.5,27.5,29.392857142857142,31.214285714285715,3.0
Cabai Merah,Cabai Merah Besar,2022-02-11,31.0,2022,2,6,771,29.75,27.0,29.714285714285715,31.071428571428573,2.75
Cabai Merah,Cabai Merah Besar,2022-02-14,33.75,2022,2,7,774,31.0,27.0,30.285714285714285,30.892857142857142,4.0
Cabai Merah,Cabai Merah Besar,2022-02-15,34.25,2022,2,7,775,33.75,31.0,31.25,30.821428571428573,2.75
Cabai Merah,Cabai Merah Besar,2022-02-16,34.25,2022,2,7,776,34.25,31.5,31.714285714285715,30.839285714285715,2.75
Cabai Merah,Cabai Merah Besar,2022-02-17,34.75,2022,2,7,777,34.25,31.25,32.107142857142854,30.875,3.0
Cabai Merah,Cabai Merah Besar,2022-02-18,34.75,2022,2,7,778,34.75,30.5,32.607142857142854,30.946428571428573,4.25
Cabai Merah,Cabai Merah Besar,2022-02-21,38.75,2022,2,8,781,34.75,29.75,33.214285714285715,31.303571428571427,5.0
Cabai Merah,Cabai Merah Besar,2022-02-22,38.75,2022,2,8,782,38.75,31.0,34.5,32.107142857142854,7.75
Cabai Merah,Cabai Merah Besar,2022-02-23,38.75,2022,2,8,783,38.75,33.75,35.607142857142854,32.94642857142857,5.0
Cabai Merah,Cabai Merah Besar,2022-02-24,43.75,2022,2,8,784,38.75,34.25,36.32142857142857,33.785714285714285,4.5
Cabai Merah,Cabai Merah Besar,2022-02-25,44.5,2022,2,8,785,43.75,34.25,37.67857142857143,34.69642857142857,9.5
Cabai Merah,Cabai Merah Besar,2022-03-01,47.75,2022,3,9,789,44.5,34.75,39.142857142857146,35.625,9.75
Cabai Merah,Cabai Merah Besar,2022-03-02,48.25,2022,3,9,790,47.75,34.75,41.0,36.80357142857143,13.0
Cabai Merah,Cabai Merah Besar,2022-03-04,50.75,2022,3,9,792,48.25,38.75,42.92857142857143,38.07142857142857,9.5
Cabai Merah,Cabai Merah Besar,2022-03-07,51.0,2022,3,10,795,50.75,38.75,44.642857142857146,39.57142857142857,12.0
Cabai Merah,Cabai Merah Besar,2022-03-08,51.0,2022,3,10,796,51.0,38.75,46.392857142857146,41.0,12.25
Cabai Merah,Cabai Merah Besar,2022-03-09,51.0,2022,3,10,797,51.0,43.75,48.142857142857146,42.232142857142854,7.25
Cabai Merah,Cabai Merah Besar,2022-03-10,51.0,2022,3,10,798,51.0,44.5,49.17857142857143,43.42857142857143,6.5
Cabai Merah,Cabai Merah Besar,2022-03-11,50.5,2022,3,10,799,51.0,47.75,50.107142857142854,44.625,3.25
Cabai Merah,Cabai Merah Besar,2022-03-14,51.75,2022,3,11,802,50.5,48.25,50.5,45.75,2.25
Cabai Merah,Cabai Merah Besar,2022-03-15,51.75,2022,3,11,803,51.75,50.75,51.0,46.964285714285715,1.0
Cabai Merah,Cabai Merah Besar,2022-03-16,51.75,2022,3,11,804,51.75,51.0,51.142857142857146,47.892857142857146,0.75
Cabai Merah,Cabai Merah Besar,2022-03-17,50.5,2022,3,11,805,51.75,51.0,51.25,48.82142857142857,0.75
Cabai Merah,Cabai Merah Besar,2022-03-18,50.5,2022,3,11,806,50.5,51.0,51.17857142857143,49.660714285714285,-0.5
Cabai Merah,Cabai Merah Besar,2022-03-21,48.0,2022,3,12,809,50.5,51.0,51.107142857142854,50.142857142857146,-0.5
Cabai Merah,Cabai Merah Besar,2022-03-22,48.0,2022,3,12,810,48.0,50.5,50.67857142857143,50.392857142857146,-2.5
Cabai Merah,Cabai Merah Besar,2022-03-23,48.0,2022,3,12,811,48.0,51.75,50.32142857142857,50.410714285714285,-3.75
Cabai Merah,Cabai Merah Besar,2022-03-24,49.5,2022,3,12,812,48.0,51.75,49.785714285714285,50.392857142857146,-3.75
Cabai Merah,Cabai Merah Besar,2022-03-25,50.25,2022,3,12,813,49.5,51.75,49.464285714285715,50.30357142857143,-2.25
Cabai Merah,Cabai Merah Besar,2022-03-28,49.75,2022,3,13,816,50.25,50.5,49.25,50.25,-0.25
Cabai Merah,Cabai Merah Besar,2022-03-29,49.75,2022,3,13,817,49.75,50.5,49.142857142857146,50.160714285714285,-0.75
Cabai Merah,Cabai Merah Besar,2022-03-30,49.75,2022,3,13,818,49.75,48.0,49.035714285714285,50.07142857142857,1.75
Cabai Merah,Cabai Merah Besar,2022-03-31,55.5,2022,3,13,819,49.75,48.0,49.285714285714285,49.982142857142854,1.75
Cabai Merah,Cabai Merah Besar,2022-04-01,56.25,2022,4,13,820,55.5,48.0,50.357142857142854,50.339285714285715,7.5
Cabai Merah,Cabai Merah Besar,2022-04-04,65.0,2022,4,14,823,56.25,49.5,51.535714285714285,50.660714285714285,6.75
Cabai Merah,Cabai Merah Besar,2022-04-05,65.0,2022,4,14,824,65.0,50.25,53.75,51.607142857142854,14.75
Cabai Merah,Cabai Merah Besar,2022-04-06,60.75,2022,4,14,825,65.0,49.75,55.857142857142854,52.55357142857143,15.25
Cabai Merah,Cabai Merah Besar,2022-04-07,59.5,2022,4,14,826,60.75,49.75,57.42857142857143,53.285714285714285,11.0
Cabai Merah,Cabai Merah Besar,2022-04-08,49.5,2022,4,14,827,59.5,49.75,58.82142857142857,53.92857142857143,9.75
Cabai Merah,Cabai Merah Besar,2022-04-11,42.5,2022,4,15,830,49.5,55.5,58.785714285714285,54.035714285714285,-6.0
Cabai Merah,Cabai Merah Besar,2022-04-12,37.0,2022,4,15,831,42.5,56.25,56.92857142857143,53.642857142857146,-13.75
Cabai Merah,Cabai Merah Besar,2022-04-13,34.5,2022,4,15,832,37.0,65.0,54.17857142857143,52.857142857142854,-28.0
Cabai Merah,Cabai Merah Besar,2022-04-14,33.25,2022,4,15,833,34.5,65.0,49.82142857142857,51.785714285714285,-30.5
Cabai Merah,Cabai Merah Besar,2022-04-18,33.25,2022,4,16,837,33.25,60.75,45.285714285714285,50.57142857142857,-27.5
Cabai Merah,Cabai Merah Besar,2022-04-19,34.0,2022,4,16,838,33.25,59.5,41.357142857142854,49.392857142857146,-26.25
Cabai Merah,Cabai Merah Besar,2022-04-20,34.0,2022,4,16,839,34.0,49.5,37.714285714285715,48.267857142857146,-15.5
Cabai Merah,Cabai Merah Besar,2022-04-21,35.75,2022,4,16,840,34.0,42.5,35.5,47.142857142857146,-8.5
Cabai Merah,Cabai Merah Besar,2022-04-22,39.5,2022,4,16,841,35.75,37.0,34.535714285714285,45.732142857142854,-1.25
Cabai Merah,Cabai Merah Besar,2022-04-25,47.1,2022,4,17,844,39.5,34.5,34.892857142857146,44.535714285714285,5.0
Cabai Merah,Cabai Merah Besar,2022-04-26,50.5,2022,4,17,845,47.1,33.25,36.69285714285714,43.25714285714286,13.850000000000001
Cabai Merah,Cabai Merah Besar,2022-04-27,51.5,2022,4,17,846,50.5,33.25,39.15714285714286,42.221428571428575,17.25
Cabai Merah,Cabai Merah Besar,2022-04-28,53.0,2022,4,17,847,51.5,34.0,41.76428571428572,41.56071428571429,17.5
Cabai Merah,Cabai Merah Besar,2022-05-09,40.0,2022,5,19,858,53.0,34.0,44.478571428571435,41.096428571428575,19.0
Cabai Merah,Cabai Merah Besar,2022-05-10,38.0,2022,5,19,859,40.0,35.75,45.33571428571429,40.417857142857144,4.25
Cabai Merah,Cabai Merah Besar,2022-05-11,37.25,2022,5,19,860,38.0,39.5,45.65714285714286,40.096428571428575,-1.5
Cabai Merah,Cabai Merah Besar,2022-05-12,39.5,2022,5,19,861,37.25,47.1,45.33571428571429,40.114285714285714,-9.850000000000001
Cabai Merah,Cabai Merah Besar,2022-05-13,40.0,2022,5,19,862,39.5,50.5,44.25,40.471428571428575,-11.0
Cabai Merah,Cabai Merah Besar,2022-05-17,47.0,2022,5,20,866,40.0,51.5,42.75,40.95357142857143,-11.5
Cabai Merah,Cabai Merah Besar,2022-05-18,47.5,2022,5,20,867,47.0,53.0,42.107142857142854,41.93571428571429,-6.0
Cabai Merah,Cabai Merah Besar,2022-05-19,50.5,2022,5,20,868,47.5,40.0,41.32142857142857,42.9,7.5
Cabai Merah,Cabai Merah Besar,2022-05-20,53.25,2022,5,20,869,50.5,38.0,42.82142857142857,44.07857142857143,12.5
Cabai Merah,Cabai Merah Besar,2022-05-23,53.75,2022,5,21,872,53.25,37.25,45.0,45.32857142857143,16.0
Cabai Merah,Cabai Merah Besar,2022-05-24,53.75,2022,5,21,873,53.75,39.5,47.357142857142854,46.346428571428575,14.25
Cabai Merah,Cabai Merah Besar,2022-05-25,53.75,2022,5,21,874,53.75,40.0,49.392857142857146,46.82142857142857,13.75
Cabai Merah,Cabai Merah Besar,2022-05-27,55.5,2022,5,21,876,53.75,47.0,51.357142857142854,47.05357142857143,6.75
Cabai Merah,Cabai Merah Besar,2022-05-30,61.0,2022,5,22,879,55.5,47.5,52.57142857142857,47.339285714285715,8.0
Cabai Merah,Cabai Merah Besar,2022-05-31,62.75,2022,5,22,880,61.0,50.5,54.5,47.910714285714285,10.5
Cabai Merah,Cabai Merah Besar,2022-06-02,62.75,2022,6,22,882,62.75,53.25,56.25,49.535714285714285,9.5
Cabai Merah,Cabai Merah Besar,2022-06-03,62.75,2022,6,22,883,62.75,53.75,57.607142857142854,51.30357142857143,9.0
Cabai Merah,Cabai Merah Besar,2022-06-06,69.25,2022,6,23,886,62.75,53.75,58.892857142857146,53.125,9.0
Cabai Merah,Cabai Merah Besar,2022-06-07,70.0,2022,6,23,887,69.25,53.75,61.107142857142854,55.25,15.5
Cabai Merah,Cabai Merah Besar,2022-06-08,70.0,2022,6,23,888,70.0,55.5,63.42857142857143,57.392857142857146,14.5
Cabai Merah,Cabai Merah Besar,2022-06-09,71.25,2022,6,23,889,70.0,61.0,65.5,59.035714285714285,9.0
Cabai Merah,Cabai Merah Besar,2022-06-10,71.25,2022,6,23,890,71.25,62.75,66.96428571428571,60.732142857142854,8.5
Cabai Merah,Cabai Merah Besar,2022-06-13,80.0,2022,6,24,893,71.25,62.75,68.17857142857143,62.214285714285715,8.5
Cabai Merah,Cabai Merah Besar,2022-06-14,80.0,2022,6,24,894,80.0,62.75,70.64285714285714,64.125,17.25
Cabai Merah,Cabai Merah Besar,2022-06-15,80.0,2022,6,24,895,80.0,69.25,73.10714285714286,66.0,10.75
Cabai Merah,Cabai Merah Besar,2022-06-16,80.0,2022,6,24,896,80.0,70.0,74.64285714285714,67.875,10.0
Cabai Merah,Cabai Merah Besar,2022-06-17,77.5,2022,6,24,897,80.0,70.0,76.07142857142857,69.75,10.0
Cabai Merah,Cabai Merah Besar,2022-06-20,75.25,2022,6,25,900,77.5,71.25,77.14285714285714,71.32142857142857,6.25
Cabai Merah,Cabai Merah Besar,2022-06-21,75.25,2022,6,25,901,75.25,71.25,77.71428571428571,72.33928571428571,4.0
Cabai Merah,Cabai Merah Besar,2022-06-22,75.25,2022,6,25,902,75.25,80.0,78.28571428571429,73.23214285714286,-4.75
Cabai Merah,Cabai Merah Besar,2022-06-23,74.0,2022,6,25,903,75.25,80.0,77.60714285714286,74.125,-4.75
Cabai Merah,Cabai Merah Besar,2022-06-24,74.0,2022,6,25,904,74.0,80.0,76.75,74.92857142857143,-6.0
Cabai Merah,Cabai Merah Besar,2022-06-27,73.0,2022,6,26,907,74.0,80.0,75.89285714285714,75.26785714285714,-6.0
Cabai Merah,Cabai Merah Besar,2022-06-28,72.5,2022,6,26,908,73.0,77.5,74.89285714285714,75.48214285714286,-4.5
Cabai Merah,Cabai Merah Besar,2022-06-29,69.25,2022,6,26,909,72.5,75.25,74.17857142857143,75.66071428571429,-2.75
Cabai Merah,Cabai Merah Besar,2022-06-30,69.25,2022,6,26,910,69.25,75.25,73.32142857142857,75.51785714285714,-6.0
Cabai Merah,Cabai Merah Besar,2022-07-01,73.25,2022,7,26,911,69.25,75.25,72.46428571428571,75.375,-6.0
Cabai Merah,Cabai Merah Besar,2022-07-04,83.25,2022,7,27,914,73.25,74.0,72.17857142857143,74.89285714285714,-0.75
Cabai Merah,Cabai Merah Besar,2022-07-05,90.75,2022,7,27,915,83.25,74.0,73.5,75.125,9.25
Cabai Merah,Cabai Merah Besar,2022-07-06,90.75,2022,7,27,916,90.75,73.0,75.89285714285714,75.89285714285714,17.75
Cabai Merah,Cabai Merah Besar,2022-07-07,90.75,2022,7,27,917,90.75,72.5,78.42857142857143,76.66071428571429,18.25
Cabai Merah,Cabai Merah Besar,2022-07-08,90.75,2022,7,27,918,90.75,69.25,81.03571428571429,77.60714285714286,21.5
Cabai Merah,Cabai Merah Besar,2022-07-11,113.75,2022,7,28,921,90.75,69.25,84.10714285714286,78.71428571428571,21.5
Cabai Merah,Cabai Merah Besar,2022-07-12,115.0,2022,7,28,922,113.75,73.25,90.46428571428571,81.46428571428571,40.5
Cabai Merah,Cabai Merah Besar,2022-07-13,110.0,2022,7,28,923,115.0,83.25,96.42857142857143,84.30357142857143,31.75
Cabai Merah,Cabai Merah Besar,2022-07-14,98.75,2022,7,28,924,110.0,90.75,100.25,86.875,19.25
Cabai Merah,Cabai Merah Besar,2022-07-15,97.5,2022,7,28,925,98.75,90.75,101.39285714285714,88.64285714285714,8.0
Cabai Merah,Cabai Merah Besar,2022-07-18,97.5,2022,7,29,928,97.5,90.75,102.35714285714286,90.39285714285714,6.75
Cabai Merah,Cabai Merah Besar,2022-07-19,97.5,2022,7,29,929,97.5,90.75,103.32142857142857,92.17857142857143,6.75
Cabai Merah,Cabai Merah Besar,2022-07-20,95.0,2022,7,29,930,97.5,113.75,104.28571428571429,94.19642857142857,-16.25
Cabai Merah,Cabai Merah Besar,2022-07-21,92.5,2022,7,29,931,95.0,115.0,101.60714285714286,96.03571428571429,-20.0
Cabai Merah,Cabai Merah Besar,2022-07-22,88.75,2022,7,29,932,92.5,110.0,98.39285714285714,97.41071428571429,-17.5
Cabai Merah,Cabai Merah Besar,2022-07-25,82.5,2022,7,30,935,88.75,98.75,95.35714285714286,97.80357142857143,-10.0
Cabai Merah,Cabai Merah Besar,2022-07-26,81.25,2022,7,30,936,82.5,97.5,93.03571428571429,97.21428571428571,-15.0
Cabai Merah,Cabai Merah Besar,2022-07-27,81.25,2022,7,30,937,81.25,97.5,90.71428571428571,96.53571428571429,-16.25
Cabai Merah,Cabai Merah Besar,2022-07-28,80.0,2022,7,30,938,81.25,97.5,88.39285714285714,95.85714285714286,-16.25
Cabai Merah,Cabai Merah Besar,2022-07-29,81.25,2022,7,30,939,80.0,95.0,85.89285714285714,95.08928571428571,-15.0
Cabai Merah,Cabai Merah Besar,2022-08-01,76.25,2022,8,31,942,81.25,92.5,83.92857142857143,92.76785714285714,-11.25
Cabai Merah,Cabai Merah Besar,2022-08-02,71.75,2022,8,31,943,76.25,88.75,81.60714285714286,90.0,-12.5
Cabai Merah,Cabai Merah Besar,2022-08-03,71.25,2022,8,31,944,71.75,82.5,79.17857142857143,87.26785714285714,-10.75
Cabai Merah,Cabai Merah Besar,2022-08-04,70.5,2022,8,31,945,71.25,81.25,77.57142857142857,85.30357142857143,-10.0
Cabai Merah,Cabai Merah Besar,2022-08-05,70.5,2022,8,31,946,70.5,81.25,76.03571428571429,83.375,-10.75
Cabai Merah,Cabai Merah Besar,2022-08-08,69.25,2022,8,32,949,70.5,80.0,74.5,81.44642857142857,-9.5
Cabai Merah,Cabai Merah Besar,2022-08-09,69.25,2022,8,32,950,69.25,81.25,72.96428571428571,79.42857142857143,-12.0
Cabai Merah,Cabai Merah Besar,2022-08-10,69.25,2022,8,32,951,69.25,76.25,71.25,77.58928571428571,-7.0
Cabai Merah,Cabai Merah Besar,2022-08-11,68.0,2022,8,32,952,69.25,71.75,70.25,75.92857142857143,-2.5
Cabai Merah,Cabai Merah Besar,2022-08-12,66.25,2022,8,32,953,68.0,71.25,69.71428571428571,74.44642857142857,-3.25
Cabai Merah,Cabai Merah Besar,2022-08-15,62.5,2022,8,33,956,66.25,70.5,69.0,73.28571428571429,-4.25
Cabai Merah,Cabai Merah Besar,2022-08-16,61.25,2022,8,33,957,62.5,70.5,67.85714285714286,71.94642857142857,-8.0
Cabai Merah,Cabai Merah Besar,2022-08-18,61.25,2022,8,33,959,61.25,69.25,66.53571428571429,70.51785714285714,-8.0
Cabai Merah,Cabai Merah Besar,2022-08-19,61.25,2022,8,33,960,61.25,69.25,65.39285714285714,69.17857142857143,-8.0
Cabai Merah,Cabai Merah Besar,2022-08-22,60.0,2022,8,34,963,61.25,69.25,64.25,67.75,-8.0
Cabai Merah,Cabai Merah Besar,2022-08-23,60.0,2022,8,34,964,60.0,68.0,62.92857142857143,66.58928571428571,-8.0
Cabai Merah,Cabai Merah Besar,2022-08-24,58.75,2022,8,34,965,60.0,66.25,61.785714285714285,65.75,-6.25
Cabai Merah,Cabai Merah Besar,2022-08-25,53.75,2022,8,34,966,58.75,62.5,60.714285714285715,64.85714285714286,-3.75
Cabai Merah,Cabai Merah Besar,2022-08-26,51.25,2022,8,34,967,53.75,61.25,59.464285714285715,63.660714285714285,-7.5
Cabai Merah,Cabai Merah Besar,2022-08-29,53.0,2022,8,35,970,51.25,61.25,58.035714285714285,62.285714285714285,-10.0
Cabai Merah,Cabai Merah Besar,2022-08-30,53.0,2022,8,35,971,53.0,61.25,56.857142857142854,61.125,-8.25
Cabai Merah,Cabai Merah Besar,2022-08-31,53.0,2022,8,35,972,53.0,60.0,55.67857142857143,59.964285714285715,-7.0
Cabai Merah,Cabai Merah Besar,2022-09-01,57.0,2022,9,35,973,53.0,60.0,54.67857142857143,58.80357142857143,-7.0
Cabai Merah,Cabai Merah Besar,2022-09-02,60.0,2022,9,35,974,57.0,58.75,54.25,58.017857142857146,-1.75
Cabai Merah,Cabai Merah Besar,2022-09-05,60.0,2022,9,36,977,60.0,53.75,54.42857142857143,57.57142857142857,6.25
Cabai Merah,Cabai Merah Besar,2022-09-06,60.0,2022,9,36,978,60.0,51.25,55.32142857142857,57.392857142857146,8.75
Cabai Merah,Cabai Merah Besar,2022-09-07,61.0,2022,9,36,979,60.0,53.0,56.57142857142857,57.30357142857143,7.0
Cabai Merah,Cabai Merah Besar,2022-09-08,61.75,2022,9,36,980,61.0,53.0,57.714285714285715,57.285714285714285,8.0
Cabai Merah,Cabai Merah Besar,2022-09-09,61.75,2022,9,36,981,61.75,53.0,58.964285714285715,57.32142857142857,8.75
Cabai Merah,Cabai Merah Besar,2022-09-12,57.75,2022,9,37,984,61.75,57.0,60.214285714285715,57.44642857142857,4.75
Cabai Merah,Cabai Merah Besar,2022-09-13,55.0,2022,9,37,985,57.75,60.0,60.32142857142857,57.285714285714285,-2.25
Cabai Merah,Cabai Merah Besar,2022-09-14,52.5,2022,9,37,986,55.0,60.0,59.607142857142854,57.017857142857146,-5.0
Cabai Merah,Cabai Merah Besar,2022-09-15,52.5,2022,9,37,987,52.5,60.0,58.535714285714285,56.92857142857143,-7.5
Cabai Merah,Cabai Merah Besar,2022-09-16,51.25,2022,9,37,988,52.5,61.0,57.464285714285715,57.017857142857146,-8.5
Cabai Merah,Cabai Merah Besar,2022-09-19,47.5,2022,9,38,991,51.25,61.75,56.07142857142857,56.892857142857146,-10.5
Cabai Merah,Cabai Merah Besar,2022-09-20,45.0,2022,9,38,992,47.5,61.75,54.035714285714285,56.5,-14.25
Cabai Merah,Cabai Merah Besar,2022-09-21,42.5,2022,9,38,993,45.0,57.75,51.642857142857146,55.92857142857143,-12.75
Cabai Merah,Cabai Merah Besar,2022-09-22,42.5,2022,9,38,994,42.5,55.0,49.464285714285715,54.892857142857146,-12.5
Cabai Merah,Cabai Merah Besar,2022-09-23,40.0,2022,9,38,995,42.5,52.5,47.67857142857143,53.642857142857146,-10.0
Cabai Merah,Cabai Merah Besar,2022-09-26,40.0,2022,9,39,998,40.0,52.5,45.892857142857146,52.214285714285715,-12.5
Cabai Merah,Cabai Merah Besar,2022-09-27,40.0,2022,9,39,999,40.0,51.25,44.107142857142854,50.785714285714285,-11.25
Cabai Merah,Cabai Merah Besar,2022-09-28,40.0,2022,9,39,1000,40.0,47.5,42.5,49.285714285714285,-7.5
Cabai Merah,Cabai Merah Besar,2022-09-29,40.0,2022,9,39,1001,40.0,45.0,41.42857142857143,47.732142857142854,-5.0
Cabai Merah,Cabai Merah Besar,2022-09-30,40.0,2022,9,39,1002,40.0,42.5,40.714285714285715,46.17857142857143,-2.5
Cabai Merah,Cabai Merah Besar,2022-10-03,40.0,2022,10,40,1005,40.0,42.5,40.357142857142854,44.910714285714285,-2.5
Cabai Merah,Cabai Merah Besar,2022-10-04,38.75,2022,10,40,1006,40.0,40.0,40.0,43.839285714285715,0.0
Cabai Merah,Cabai Merah Besar,2022-10-05,38.75,2022,10,40,1007,38.75,40.0,39.82142857142857,42.857142857142854,-1.25
Cabai Merah,Cabai Merah Besar,2022-10-06,38.75,2022,10,40,1008,38.75,40.0,39.642857142857146,41.875,-1.25
Cabai Merah,Cabai Merah Besar,2022-10-07,38.75,2022,10,40,1009,38.75,40.0,39.464285714285715,40.982142857142854,-1.25
Cabai Merah,Cabai Merah Besar,2022-10-10,47.5,2022,10,41,1012,38.75,40.0,39.285714285714285,40.357142857142854,-1.25
Cabai Merah,Cabai Merah Besar,2022-10-11,50.0,2022,10,41,1013,47.5,40.0,40.357142857142854,40.535714285714285,7.5
